,"(0,0)","(0,1)","(0,2)","(1,0)","(1,1)","(1,2)","(2,0)","(2,1)","(2,2)",Winner
3062,2,1,0,0,1,1,2,1,2,1
3063,2,2,2,2,1,1,1,2,1,2
3064,1,1,1,0,2,0,2,2,2,2
3065,2,1,2,1,1,2,2,1,1,1
3066,1,2,1,2,2,1,2,1,2,0
3067,1,2,2,2,1,1,1,2,2,0
3068,1,2,1,2,1,2,2,1,2,0
3069,2,1,2,1,1,1,1,2,2,1
3070,2,1,1,1,2,2,2,2,1,0
3071,2,2,1,1,1,2,2,1,2,0
3072,0,2,2,1,1,2,1,0,2,2
3073,0,0,2,2,1,2,1,1,2,2
3074,1,1,2,2,2,2,1,1,1,1
3075,0,0,2,0,1,2,0,1,2,2
3076,0,1,1,2,2,2,2,0,1,2
3077,1,2,2,1,1,2,1,2,1,1
3078,2,2,1,0,1,0,1,1,2,1
3079,2,1,0,0,1,0,0,1,2,1
3080,2,1,2,1,1,2,2,1,2,2
3081,1,2,2,1,1,2,1,2,1,1
3082,2,1,1,2,1,2,1,2,1,1
3083,1,0,2,1,2,0,1,1,2,1
3084,1,2,2,2,2,1,1,2,1,2
3085,2,2,1,2,1,2,2,1,1,2
3086,2,2,2,1,0,0,1,0,0,2
3087,2,1,1,2,2,2,1,2,1,2
3088,2,2,1,2,2,1,1,1,2,2
3089,1,2,2,1,2,2,1,1,2,2
3090,0,1,2,1,2,2,0,1,2,2
3091,2,2,1,2,0,1,2,1,0,2
3092,2,2,2,2,1,0,1,1,0,2
3093,2,2,2,1,0,1,0,1,2,2
3094,2,0,0,1,1,1,2,2,1,1
3095,2,2,2,1,1,1,2,1,2,1
3096,2,2,2,1,2,2,1,1,1,1
3097,2,1,1,1,2,1,1,2,2,2
3098,1,1,1,2,2,2,1,2,2,2
3099,1,1,1,1,2,2,2,1,2,1
3100,2,2,1,1,1,2,2,2,1,0
3101,1,1,2,2,2,1,1,2,2,0
3102,0,1,1,2,2,2,1,0,1,2
3103,1,1,2,1,2,2,1,2,1,1
3104,2,0,1,0,1,1,2,2,1,1
3105,2,2,0,0,0,0,1,1,1,1
3106,2,1,0,2,2,1,2,0,1,2
3107,2,1,2,1,2,1,0,0,2,2
3108,1,2,2,1,1,2,1,2,2,2
3109,1,2,1,2,1,1,1,2,2,1
3110,0,2,0,1,2,1,2,2,1,2
3111,2,0,1,2,0,1,0,0,1,1
3112,1,2,1,2,1,2,2,1,2,0
3113,2,1,0,2,2,1,2,1,0,2
3114,1,2,1,2,2,1,1,2,2,2
3115,2,2,1,2,2,1,1,2,1,1
3116,2,2,1,2,1,1,2,2,1,1
3117,2,0,1,2,1,2,1,1,0,1
3118,2,2,2,0,1,1,0,1,1,2
3119,1,1,2,2,2,1,2,1,2,2
3120,2,2,1,1,1,2,2,1,2,0
3121,1,1,2,2,1,1,1,2,2,0
3122,1,2,1,0,1,2,1,2,0,1
3123,2,0,2,0,0,0,1,1,1,1
3124,2,1,1,1,2,2,2,1,1,0
3125,1,1,1,1,2,2,2,1,2,1
3126,2,2,1,1,2,2,2,1,1,0
3127,0,1,1,0,1,2,1,2,2,1
3128,0,1,2,2,1,2,1,1,0,1
3129,1,1,1,2,2,1,0,2,0,1
3130,1,2,2,2,1,2,2,1,1,1
3131,2,0,0,2,1,2,1,1,1,1
3132,2,2,2,2,1,1,1,2,1,2
3133,2,2,2,1,1,0,1,1,0,2
3134,1,2,0,1,0,2,1,2,2,1
3135,1,1,2,2,2,2,1,1,1,1
3136,2,2,1,2,1,0,1,0,1,1
3137,2,0,0,1,1,1,2,2,1,1
3138,2,2,2,0,1,1,1,0,1,2
3139,1,0,0,2,1,2,2,2,1,1
3140,1,1,1,2,2,1,1,2,2,1
3141,1,2,0,0,1,0,2,0,1,1
3142,2,2,2,1,1,2,1,2,1,2
3143,2,1,0,2,0,0,2,1,0,2
3144,1,1,1,2,2,1,2,2,2,2
3145,1,1,2,1,2,1,2,1,2,2
3146,2,0,0,1,1,1,2,0,0,1
3147,2,1,2,0,1,2,0,1,1,1
3148,1,1,1,2,2,2,1,1,2,2
3149,1,1,1,2,2,2,1,2,2,2
3150,1,1,1,2,1,2,0,0,2,1
3151,1,2,1,1,1,2,2,2,1,1
3152,2,2,2,1,0,1,0,0,0,2
3153,1,2,1,1,2,1,2,1,2,0
3154,1,1,2,0,1,2,0,2,1,1
3155,1,2,1,2,2,1,1,2,2,2
3156,1,1,1,0,0,2,1,2,2,1
3157,1,1,2,2,1,1,1,2,2,0
3158,1,1,0,2,2,2,2,1,0,2
3159,2,2,0,1,2,1,1,0,2,2
3160,1,1,2,2,0,2,1,0,2,2
3161,2,2,1,1,2,1,1,1,2,2
3162,0,2,0,1,1,1,2,0,0,1
3163,2,1,1,1,2,2,2,1,1,0
3164,0,0,0,0,1,1,2,2,2,2
3165,1,1,2,1,2,0,2,1,0,2
3166,2,1,1,1,1,2,2,1,2,1
3167,1,2,1,1,2,2,2,2,1,2
3168,2,0,2,2,0,2,1,1,1,1
3169,1,2,2,2,1,1,1,2,2,0
3170,1,1,1,2,2,0,0,0,0,1
3171,1,1,2,2,2,1,1,2,2,0
3172,2,1,1,2,1,1,2,2,1,1
3173,1,2,1,2,2,1,1,2,1,1
3174,1,2,2,2,1,2,1,2,1,1
3175,1,1,1,1,2,2,2,2,1,1
3176,2,1,1,1,2,2,1,1,2,2
3177,1,0,0,0,1,2,2,0,1,1
3178,1,2,2,2,1,1,1,2,2,0
3179,0,1,0,0,1,2,0,1,2,1
3180,2,2,1,1,2,2,2,1,1,0
3181,1,2,0,0,2,1,1,2,2,2
3182,2,1,2,1,1,2,1,2,1,0
3183,1,1,2,1,2,2,1,2,1,1
3184,1,0,1,2,1,2,1,0,2,1
3185,1,1,2,0,1,0,2,2,1,1
3186,1,0,2,2,1,2,0,2,1,1
3187,2,1,1,2,2,1,1,1,2,2
3188,1,2,2,1,1,2,1,2,1,1
3189,2,1,2,1,1,2,2,1,1,1
3190,1,0,2,2,1,0,0,0,1,1
3191,1,1,1,0,0,2,2,1,2,1
3192,2,2,1,2,1,1,2,2,1,1
3193,2,2,2,1,1,1,1,0,0,1
3194,2,1,2,1,2,1,1,2,1,0
3195,2,2,1,1,2,1,1,2,1,1
3196,0,1,2,0,2,2,1,1,2,2
3197,1,2,2,1,2,2,2,1,1,2
3198,1,2,1,2,2,0,1,2,0,2
3199,2,1,1,2,2,0,1,0,2,2
3200,1,1,1,2,2,1,2,0,0,1
3201,1,1,2,2,2,2,1,1,1,1
3202,2,1,1,1,2,2,2,1,2,2
3203,2,2,1,2,2,1,1,2,1,1
3204,2,1,1,1,1,2,1,2,2,1
3205,0,1,2,2,2,0,2,1,1,2
3206,2,1,1,2,0,0,2,1,1,2
3207,2,1,2,2,1,2,0,1,0,1
3208,2,1,0,0,1,1,2,1,2,1
3209,0,1,2,0,1,0,2,1,0,1
3210,0,1,0,1,1,1,2,2,2,2
3211,2,2,0,0,2,2,1,1,1,1
3212,2,1,1,1,2,2,2,2,1,0
3213,1,1,2,2,1,1,2,2,2,2
3214,2,2,1,1,1,2,2,1,2,0
3215,1,2,1,1,1,2,2,2,1,1
3216,1,1,2,2,1,2,1,2,2,2
3217,2,1,2,2,1,1,2,2,1,2
3218,2,1,0,1,2,1,0,1,2,2
3219,1,2,1,1,2,1,2,1,2,0
3220,2,2,2,1,2,1,0,1,0,2
3221,2,2,2,1,1,1,1,1,2,1
3222,1,2,1,2,2,2,2,1,1,2
3223,0,0,2,1,2,0,2,1,0,2
3224,1,1,1,2,2,1,1,2,2,1
3225,1,2,2,1,2,2,2,1,1,2
3226,1,2,2,1,1,2,2,1,1,1
3227,1,2,2,1,2,1,2,1,1,2
3228,1,2,1,2,1,2,2,1,2,0
3229,2,1,2,2,1,1,1,1,2,1
3230,0,2,1,2,1,0,1,2,2,1
3231,1,2,1,1,2,2,2,1,2,0
3232,0,0,2,0,2,1,2,0,1,2
3233,1,2,2,1,1,2,1,2,2,2
3234,0,2,0,1,1,1,2,2,2,2
3235,2,1,2,1,1,2,2,1,1,1
3236,1,0,2,0,1,2,2,1,1,1
3237,1,2,1,0,1,2,0,2,1,1
3238,2,2,2,1,1,2,1,2,1,2
3239,2,2,1,1,2,0,1,0,2,2
3240,1,2,1,2,1,1,2,2,2,2
3241,2,2,1,1,1,2,2,1,1,0
3242,1,0,0,1,1,2,2,2,2,2
3243,1,2,0,2,2,2,1,0,1,2
3244,1,2,2,1,2,1,2,1,1,2
3245,2,2,2,1,1,0,0,2,1,2
3246,0,2,0,1,1,1,2,2,1,1
3247,2,1,2,1,1,2,0,0,2,2
3248,1,0,1,1,2,0,1,2,2,1
3249,1,2,1,1,2,1,2,2,1,1
3250,2,1,2,1,2,2,2,1,1,2
3251,1,0,2,1,2,1,1,0,2,1
3252,1,2,1,2,2,1,2,1,2,0
3253,1,2,2,1,1,2,2,2,1,1
3254,1,2,1,0,2,0,2,2,1,2
3255,1,2,2,2,1,1,1,1,2,0
3256,2,2,2,1,1,1,1,2,2,1
3257,2,2,2,1,1,1,2,2,1,1
3258,2,2,1,2,2,1,2,1,1,1
3259,1,1,1,2,2,2,1,1,2,2
3260,2,1,2,1,2,2,1,1,1,1
3261,2,2,2,1,1,1,2,1,1,1
3262,1,2,2,1,2,0,1,2,0,2
3263,2,0,1,0,2,1,1,2,1,1
3264,1,1,1,2,1,2,2,2,2,2
3265,2,1,1,1,2,2,1,2,1,0
3266,0,1,2,1,1,1,2,2,0,1
3267,1,2,2,2,1,2,1,2,1,1
3268,2,1,2,2,2,1,1,2,1,0
3269,2,1,1,1,2,2,2,2,1,0
3270,1,1,1,1,2,2,2,1,2,1
3271,2,1,1,2,2,1,2,2,1,1
3272,2,1,2,2,2,1,1,2,1,0
3273,1,2,2,2,1,1,1,2,2,0
3274,2,1,1,1,2,1,2,2,2,2
3275,1,0,2,1,2,0,1,2,2,1
3276,1,0,0,1,0,2,1,0,2,1
3277,1,1,2,1,1,2,2,1,2,2
3278,2,2,1,2,1,1,0,0,1,1
3279,2,0,2,2,1,0,1,1,1,1
3280,2,1,1,2,0,0,2,0,0,2
3281,2,1,2,1,2,0,2,0,1,2
3282,1,2,2,1,2,2,1,0,0,1
3283,1,0,2,0,2,1,2,1,1,2
3284,1,1,2,2,1,1,1,2,2,0
3285,1,2,2,2,2,1,2,1,1,2
3286,1,2,1,2,1,1,1,2,2,1
3287,2,0,0,2,1,1,2,2,1,2
3288,2,2,1,1,2,2,1,1,2,2
3289,1,1,1,2,2,2,1,2,1,2
3290,1,2,2,1,0,2,1,1,0,1
3291,1,2,2,1,2,2,1,2,1,2
3292,2,2,1,1,1,2,1,1,2,1
3293,2,2,1,1,2,2,1,2,1,2
3294,1,2,2,1,2,1,2,1,2,2
3295,0,0,2,1,1,1,2,2,1,1
3296,2,2,2,2,0,1,0,1,1,2
3297,2,1,2,2,1,2,2,1,1,1
3298,0,0,1,2,1,1,1,2,2,1
3299,1,2,2,2,2,2,1,1,1,1
3300,2,2,1,2,1,2,1,1,2,1
3301,1,1,2,2,1,1,1,2,2,0
3302,1,1,2,2,1,0,0,1,2,1
3303,2,1,2,2,1,2,1,2,1,0
3304,1,1,2,2,2,1,2,1,2,2
3305,0,2,2,1,2,0,1,2,1,2
3306,2,0,0,1,2,1,0,0,2,2
3307,2,1,2,1,1,2,2,1,1,1
3308,1,2,1,1,2,1,2,1,2,0
3309,2,2,2,1,0,0,0,0,1,2
3310,2,1,2,0,0,2,1,1,1,1
3311,2,1,1,2,2,1,1,2,2,2
3312,0,1,2,1,2,2,2,1,0,2
3313,1,2,2,1,2,2,2,1,1,2
3314,1,1,2,1,2,1,1,2,2,1
3315,1,2,0,0,2,2,1,2,1,2
3316,2,1,1,2,2,2,1,2,1,2
3317,2,1,2,1,1,1,2,2,1,1
3318,1,2,1,2,2,1,2,1,2,0
3319,2,0,0,2,1,0,2,1,0,2
3320,1,1,2,0,2,2,2,1,0,2
3321,0,1,1,2,1,0,1,2,2,1
3322,0,0,1,1,2,1,2,2,2,2
3323,2,1,1,2,1,1,2,2,1,1
3324,2,2,1,2,1,1,1,1,2,1
3325,1,2,1,2,2,1,1,2,2,2
3326,1,2,1,2,1,1,2,2,2,2
3327,2,2,1,1,1,2,2,1,1,0
3328,1,2,2,1,0,2,1,0,2,2
3329,2,2,2,1,1,1,2,1,1,1
3330,0,1,0,2,2,2,0,1,0,2
3331,2,1,2,1,1,2,2,1,2,2
3332,2,1,1,1,1,2,2,2,1,0
3333,1,2,2,1,2,2,2,1,1,2
3334,2,1,2,1,1,2,1,2,2,2
3335,1,2,1,1,1,2,2,2,2,2
3336,2,2,1,2,2,1,1,1,1,1
3337,1,2,1,2,2,1,1,2,2,2
3338,2,2,1,1,2,1,1,1,2,2
3339,2,1,2,2,2,1,1,1,2,2
3340,1,2,2,2,1,1,2,1,1,1
3341,1,1,2,1,2,2,2,1,1,2
3342,2,1,1,1,2,2,2,1,2,2
3343,2,1,2,2,1,1,2,2,1,2
3344,0,1,0,1,1,1,2,2,2,2
3345,0,2,2,1,1,1,2,0,2,1
3346,2,1,1,2,1,0,1,0,2,1
3347,1,1,1,1,2,2,2,2,2,2
3348,2,1,2,2,1,2,1,2,1,0
3349,1,2,0,1,2,1,1,0,2,1
3350,1,1,2,0,1,2,1,0,2,2
3351,2,1,1,1,2,2,1,1,2,2
3352,2,1,2,0,0,2,1,1,2,2
3353,1,1,2,1,2,2,1,2,2,2
3354,2,2,2,2,2,1,1,1,1,1
3355,2,1,2,1,1,1,2,2,1,1
3356,1,2,2,1,1,1,2,1,2,1
3357,2,0,1,2,1,1,2,0,2,2
3358,1,2,1,2,2,1,1,2,2,2
3359,1,1,1,2,2,2,0,0,1,2
3360,1,1,2,2,1,2,2,1,2,2
3361,1,2,1,2,1,2,2,1,1,1
3362,2,1,2,1,1,2,2,1,1,1
3363,1,2,1,2,2,1,2,2,1,1
3364,2,1,1,1,2,2,1,1,2,2
3365,1,2,2,2,2,1,1,1,2,0
3366,2,1,0,2,1,2,2,0,1,2
3367,2,2,2,2,1,2,1,1,1,1
3368,2,0,2,1,0,2,1,1,2,2
3369,0,2,0,0,2,1,1,2,0,2
3370,1,1,2,2,1,2,1,1,2,2
3371,1,1,2,1,1,2,2,2,1,1
3372,2,2,2,0,0,1,2,1,1,2
3373,1,2,1,2,2,2,2,1,1,2
3374,2,1,2,2,1,2,1,2,1,0
3375,2,1,2,2,1,2,1,1,1,1
3376,2,2,1,2,2,2,1,1,1,1
3377,1,0,2,0,1,2,1,1,2,2
3378,0,2,2,1,1,1,0,1,2,1
3379,1,0,1,0,1,2,1,2,2,1
3380,1,2,2,1,1,0,2,0,1,1
3381,1,2,2,2,1,1,2,2,1,1
3382,1,1,2,1,2,1,2,1,2,2
3383,2,2,0,1,1,1,0,2,2,1
3384,2,0,0,0,0,2,1,1,1,1
3385,2,0,0,1,1,1,2,2,1,1
3386,1,0,2,1,0,2,1,2,1,1
3387,1,2,2,0,1,0,1,2,1,1
3388,1,0,0,1,2,0,1,0,2,1
3389,1,2,1,1,2,2,1,1,2,1
3390,1,2,1,2,2,1,1,2,2,2
3391,2,1,2,1,1,2,2,1,2,2
3392,2,2,1,1,2,2,1,1,1,1
3393,2,0,1,2,1,0,1,0,0,1
3394,2,2,0,0,2,1,1,1,1,1
3395,2,1,2,0,1,0,1,1,2,1
3396,1,1,2,1,2,2,1,2,2,2
3397,1,2,2,2,2,1,1,1,1,1
3398,0,0,2,1,1,1,2,0,0,1
3399,2,1,2,1,2,1,1,2,1,0
3400,2,1,2,1,2,1,1,1,2,2
3401,0,0,0,1,1,1,2,2,0,1
3402,1,2,1,1,1,2,1,2,2,1
3403,1,0,2,0,2,1,2,2,1,2
3404,2,1,0,2,1,2,0,1,2,1
3405,0,2,1,1,1,1,0,2,2,1
3406,1,2,0,2,1,0,2,2,1,1
3407,2,1,2,2,1,2,1,2,1,0
3408,2,1,1,2,1,2,2,1,1,1
3409,2,1,2,1,2,1,1,2,1,0
3410,2,1,2,1,1,2,2,2,1,0
3411,2,1,1,2,1,2,2,1,1,1
3412,0,2,2,0,2,1,1,1,1,1
3413,2,2,1,1,2,1,2,2,1,1
3414,2,1,1,1,2,2,1,2,1,0
3415,1,2,2,1,2,2,2,1,1,2
3416,1,2,1,1,2,2,2,1,1,0
3417,0,1,2,1,2,0,2,2,1,2
3418,1,2,2,1,1,2,1,2,2,2
3419,1,2,1,2,1,1,2,1,2,0
3420,1,1,2,2,1,2,0,0,1,1
3421,1,2,0,0,2,0,0,2,1,2
3422,1,2,1,2,2,2,1,1,2,2
3423,2,1,1,1,2,1,2,2,1,1
3424,2,0,0,2,2,1,1,1,1,1
3425,1,2,1,1,2,2,1,2,1,2
3426,0,1,2,1,2,2,2,1,0,2
3427,1,2,2,2,1,0,0,1,1,1
3428,2,2,2,1,1,2,1,2,1,2
3429,2,2,1,2,2,1,2,1,1,1
3430,1,2,0,1,1,1,2,0,2,1
3431,1,1,2,2,2,1,1,2,2,0
3432,1,2,1,2,1,2,1,2,1,1
3433,1,2,1,1,1,2,2,1,2,0
3434,1,0,2,0,1,2,2,1,2,2
3435,2,1,1,2,1,1,2,1,2,1
3436,1,1,1,2,1,2,2,2,1,1
3437,1,2,1,2,2,1,1,2,2,2
3438,2,1,1,1,1,2,2,2,1,0
3439,2,2,2,1,1,1,1,2,2,1
3440,2,2,2,1,0,0,2,1,1,2
3441,2,1,2,1,1,1,2,2,2,2
3442,2,2,1,2,0,1,2,1,0,2
3443,2,2,1,2,1,2,2,1,1,2
3444,2,1,0,2,0,1,2,1,2,2
3445,2,2,1,1,1,2,1,1,2,1
3446,2,2,1,1,1,2,2,1,2,0
3447,1,0,1,2,1,0,2,2,1,1
3448,1,1,0,0,1,2,2,2,1,1
3449,2,2,2,2,1,2,1,1,1,1
3450,2,2,1,2,2,2,1,1,1,1
3451,1,2,2,2,1,1,2,1,2,0
3452,1,2,1,2,1,2,1,1,2,1
3453,1,2,1,0,1,2,0,2,1,1
3454,0,1,2,0,2,0,2,1,0,2
3455,1,2,2,2,1,1,1,2,2,0
3456,0,1,2,2,2,1,2,1,0,2
3457,1,2,0,1,2,1,0,2,2,2
3458,0,2,1,1,0,1,2,2,2,2
3459,0,2,2,0,0,0,1,1,1,1
3460,2,2,1,1,1,2,1,2,1,1
3461,2,2,2,2,2,1,1,1,1,1
3462,1,1,2,1,2,2,2,1,1,2
3463,1,2,1,1,2,1,2,1,2,0
3464,0,2,2,1,1,1,2,1,0,1
3465,1,1,1,2,1,2,2,2,1,1
3466,1,1,1,2,2,2,2,2,1,2
3467,2,0,1,1,0,1,2,2,1,1
3468,1,1,2,1,2,2,2,2,1,2
3469,2,1,2,1,2,1,1,1,2,2
3470,1,0,1,1,2,2,1,0,2,1
3471,0,0,2,1,1,1,0,0,2,1
3472,1,2,2,1,1,2,2,1,2,2
3473,2,0,2,1,1,1,2,2,0,1
3474,2,2,1,1,1,1,2,1,2,1
3475,1,2,2,1,2,1,2,1,2,2
3476,2,2,2,0,0,1,2,1,1,2
3477,1,2,2,1,1,1,2,2,1,1
3478,1,2,2,2,2,2,1,1,1,1
3479,1,1,2,2,2,1,1,1,2,0
3480,2,0,1,2,0,2,2,1,1,2
3481,1,2,1,1,2,1,2,1,2,0
3482,1,1,2,2,2,1,1,2,2,0
3483,1,2,0,1,1,0,2,2,1,1
3484,1,1,1,1,2,2,2,2,1,1
3485,2,0,1,0,2,1,0,0,2,2
3486,1,0,0,2,1,2,1,2,1,1
3487,2,1,2,2,2,1,2,1,1,2
3488,1,2,1,2,2,1,2,1,2,0
3489,1,1,1,0,2,2,2,0,1,1
3490,2,2,2,2,1,2,1,1,1,1
3491,1,2,0,2,2,0,1,1,1,1
3492,1,1,2,0,0,1,2,2,2,2
3493,2,2,1,0,1,0,1,2,2,1
3494,1,1,2,2,1,1,2,2,1,1
3495,0,2,1,0,1,1,1,2,2,1
3496,1,2,2,2,1,2,1,1,1,1
3497,1,2,0,0,1,2,2,1,1,1
3498,1,1,1,2,1,2,2,0,0,1
3499,1,2,2,1,2,2,2,1,1,2
3500,2,2,2,1,2,1,1,1,2,2
3501,2,2,0,0,2,1,1,1,1,1
3502,1,1,2,1,2,2,1,1,2,2
3503,1,1,0,2,2,2,1,2,0,2
3504,1,0,2,0,2,1,2,1,1,2
3505,0,2,1,1,2,2,1,2,0,2
3506,2,1,1,2,2,1,1,2,2,2
3507,0,2,0,0,2,1,1,2,0,2
3508,0,2,1,0,2,1,2,2,1,1
3509,1,2,1,2,1,2,1,0,0,1
3510,1,2,1,1,1,1,2,2,2,2
3511,2,1,2,1,2,1,1,2,1,0
3512,1,2,0,0,2,1,1,2,1,2
3513,2,1,2,1,1,2,2,2,1,0
3514,0,0,2,1,2,2,1,1,1,1
3515,2,2,2,1,1,1,2,1,2,1
3516,2,1,0,1,2,1,1,0,2,2
3517,1,1,2,2,2,1,2,2,1,2
3518,2,2,1,1,2,1,1,1,2,2
3519,1,2,2,2,1,2,2,1,1,1
3520,1,0,2,1,0,2,0,0,2,2
3521,1,2,1,2,1,2,2,1,2,0
3522,2,1,1,1,1,1,2,2,2,2
3523,1,0,2,2,1,2,0,2,1,1
3524,0,1,2,0,2,1,2,1,1,2
3525,1,2,1,1,2,2,1,2,1,2
3526,1,2,2,1,1,2,2,2,1,1
3527,2,1,0,0,2,0,0,1,2,2
3528,1,1,2,2,1,1,2,1,2,1
3529,1,2,0,2,1,2,0,2,1,1
3530,2,1,2,0,2,1,2,0,1,2
3531,2,1,2,1,1,0,0,1,2,1
3532,2,2,2,2,1,2,1,1,1,1
3533,2,2,1,0,1,1,0,2,1,1
3534,2,2,1,2,1,1,1,2,2,1
3535,1,2,2,2,2,1,1,1,2,0
3536,1,1,1,2,2,1,2,1,2,1
3537,1,2,1,2,2,1,2,1,2,0
3538,1,2,1,1,1,2,2,1,2,0
3539,1,1,2,1,1,2,1,2,2,2
3540,1,2,1,0,0,1,2,2,1,1
3541,2,1,1,1,1,2,2,2,2,2
3542,1,1,1,1,2,2,2,2,1,1
3543,0,1,1,1,1,0,2,2,2,2
3544,1,2,1,0,2,0,2,2,1,2
3545,2,1,1,2,1,2,2,1,2,1
3546,1,2,1,2,2,1,2,2,1,1
3547,0,2,0,2,2,1,1,2,1,2
3548,2,2,2,2,1,1,1,1,2,2
3549,2,2,1,1,1,2,2,1,2,0
3550,2,2,2,1,1,1,1,2,1,1
3551,1,2,1,2,2,2,1,1,2,2
3552,2,1,0,0,1,2,2,1,2,1
3553,2,1,2,1,2,2,2,1,1,2
3554,2,1,2,1,2,2,1,2,1,0
3555,2,0,1,0,2,1,0,0,1,1
3556,1,1,2,2,2,1,1,1,2,0
3557,1,2,1,2,1,1,2,1,2,0
3558,2,1,2,1,1,2,1,2,1,0
3559,1,2,1,2,2,1,2,2,1,1
3560,2,2,2,1,1,1,2,1,1,1
3561,2,1,0,2,2,2,1,0,1,2
3562,2,1,1,1,1,2,2,2,1,0
3563,1,2,2,2,1,1,2,2,1,1
3564,1,1,2,0,1,0,2,2,2,2
3565,1,1,1,2,2,1,2,1,2,1
3566,2,1,1,1,2,2,1,2,1,0
3567,1,2,1,1,1,2,2,2,2,2
3568,1,2,1,2,2,1,1,1,2,0
3569,2,0,1,2,2,1,2,1,0,2
3570,2,1,1,2,1,2,2,1,2,1
3571,1,2,1,1,2,2,2,1,2,0
3572,1,2,1,0,2,2,0,2,1,2
3573,2,1,1,1,2,1,2,2,1,1
3574,2,2,2,0,1,1,0,1,1,2
3575,2,2,1,1,2,1,1,1,2,2
3576,2,1,2,1,2,1,1,1,2,2
3577,0,2,0,1,1,1,2,2,1,1
3578,2,1,0,0,1,0,0,1,2,1
3579,2,0,1,2,0,1,0,0,1,1
3580,2,1,2,2,1,2,1,2,1,0
3581,1,2,1,2,2,2,1,1,2,2
3582,2,2,2,1,1,2,2,1,1,2
3583,2,1,2,2,1,1,1,1,2,1
3584,1,1,0,2,1,2,2,1,0,1
3585,1,2,0,1,1,1,2,2,0,1
3586,1,1,2,2,2,2,1,1,1,1
3587,1,1,2,2,1,1,1,2,2,0
3588,1,2,2,1,2,1,2,1,2,2
3589,1,1,2,2,2,1,1,2,1,0
3590,1,2,0,1,2,2,1,0,1,1
3591,0,2,0,1,1,1,2,2,2,2
3592,0,1,2,1,1,2,0,1,2,2
3593,1,1,1,1,2,2,2,1,2,1
3594,1,1,1,1,2,1,2,2,2,2
3595,0,2,1,1,1,0,1,2,2,1
3596,1,1,2,1,1,2,2,1,2,2
3597,1,2,0,1,2,1,0,2,1,2
3598,1,2,2,1,2,2,1,2,1,2
3599,2,1,1,1,2,1,2,2,1,1
3600,1,2,0,0,1,2,0,0,1,1
3601,1,2,1,1,2,0,0,2,1,2
3602,1,2,2,2,1,0,0,1,1,1
3603,2,2,2,1,2,1,1,1,1,1
3604,2,1,2,1,2,2,1,2,1,0
3605,1,2,1,1,2,1,2,1,2,0
3606,1,1,2,1,1,1,2,2,2,2
3607,2,1,2,1,1,1,2,2,2,2
3608,2,1,1,1,2,2,1,2,1,0
3609,2,2,1,1,2,2,1,1,1,1
3610,0,0,2,0,2,1,2,1,0,2
3611,2,0,1,1,2,1,0,1,2,2
3612,0,2,2,1,2,1,2,1,0,2
3613,2,1,1,1,2,1,1,2,2,2
3614,2,2,1,1,1,1,2,0,0,1
3615,2,1,1,2,1,2,1,2,1,1
3616,2,1,1,2,2,1,1,1,2,2
3617,1,2,1,1,1,2,2,2,2,2
3618,2,1,1,0,1,2,0,1,2,1
3619,1,0,2,1,2,1,2,1,0,2
3620,1,2,2,1,2,2,1,2,1,2
3621,2,2,2,1,1,2,1,2,1,2
3622,1,2,2,1,1,2,1,2,2,2
3623,2,2,2,1,1,2,2,1,1,2
3624,1,2,2,2,2,1,1,1,2,0
3625,2,2,2,2,1,1,1,2,1,2
3626,2,0,1,0,1,0,1,2,0,1
3627,1,0,0,0,1,2,2,0,1,1
3628,2,0,1,0,2,1,1,2,2,2
3629,2,2,2,1,2,1,1,1,2,2
3630,1,0,0,2,1,1,2,2,2,2
3631,2,1,2,2,2,1,1,2,1,0
3632,1,1,2,2,2,2,1,2,1,2
3633,1,1,2,2,1,1,2,2,1,1
3634,1,1,2,2,1,2,2,2,1,1
3635,2,2,2,1,1,1,2,1,1,1
3636,1,2,0,2,1,1,2,0,1,1
3637,1,2,2,2,1,1,2,2,1,1
3638,2,0,0,1,2,1,0,0,2,2
3639,1,0,2,2,1,0,1,2,1,1
3640,2,1,2,2,1,1,1,2,2,0
3641,1,1,0,0,1,2,2,2,2,2
3642,2,2,1,1,1,2,1,1,2,1
3643,2,1,2,2,2,2,1,1,1,1
3644,1,1,2,1,0,2,2,0,2,2
3645,0,2,1,0,2,1,0,0,1,1
3646,0,2,0,1,1,1,2,2,2,2
3647,0,2,1,1,0,1,2,2,2,2
3648,2,2,1,2,0,0,2,1,1,2
3649,2,1,2,0,1,0,2,1,1,1
3650,1,2,2,1,0,2,1,0,2,2
3651,0,2,1,2,0,1,0,0,1,1
3652,2,2,2,1,1,1,0,0,1,1
3653,2,1,2,2,2,1,1,1,1,1
3654,1,2,2,0,0,2,1,1,1,1
3655,2,1,1,1,1,2,1,2,2,1
3656,1,1,2,1,2,2,2,2,1,2
3657,2,1,0,2,2,0,2,1,1,2
3658,0,1,1,2,2,2,1,0,1,2
3659,2,1,2,1,1,2,0,0,2,2
3660,1,1,1,2,2,2,1,2,2,2
3661,1,1,1,2,1,2,2,1,2,1
3662,1,0,0,2,1,1,2,2,1,1
3663,1,1,1,2,2,1,1,2,2,1
3664,1,1,1,2,2,2,2,1,1,2
3665,2,1,2,2,1,1,1,2,1,0
3666,2,1,1,2,1,2,2,2,1,2
3667,2,2,1,2,1,2,1,1,1,1
